id,autahunor,guid,description,Text Cleaning,Sentiment
108,@himaxhimax8890,Ugzz6NZqZUvxtSUwIQ54AaABAg,SATU KATA GOLPUT,Satu kata golput,netral
109,@seputarcilamaya9404,UgyV3C4qqDQHV79ZCAR4AaABAg,"hukum MK tak ada apa2nya.dibandingkan dgn hukum rakyat.kalau rakyat sudah turun kejalan.jgn disalahkan.itu adalah akibat kekecewaan atas pemimpin kami.!!karna kami sebagai rakyat,minta kesejahteraan,bukan janji2 bohong.!!",Hukum mk tak ada apa2nyadibandingkan dgn hukum rakyatkalau rakyat sudah turun kejalanjgn disalahkanitu adalah,negatif
110,@seputarcilamaya9404,Ugw59VqZSMjFjYlWE1F4AaABAg,udah didemo ngomong.waktu demo kemana dro..!!,Udah didemo ngomongwaktu demo kemana dro,positif
111,@maswartsaputra882,UgyOgeW6WkHyYPp7L1B4AaABAg,Mau di ajukan lagi..benar benar semua rakyat pada tolak..,Mau di ajukan lagibenar benar semua rakyat pada tolak,positif
112,@khoirunnadifah.21.8b2,UgwsndPvqwVDJqWNj1N4AaABAg,DPR DEWAN PERWAKILAN RAKYAT Wakil rakyat naik mercy Rakyatnya jalan kaki Wakil rakyat makan sate Rakyatnya makan tempe ðŸ˜­ Wakil rakyat numpuk utang Rakyatnya suruh bayar (ogah amat) Ini yang dinamakan merdeka tapi bingung Ini yang dinamakan bingung tapi merdeka Aku ngga terima kalau UU cipta kerja di lanjutnya semoga dibubarkan Dan sekolah di buka kembali,,negatif
113,@tahunemassive1128,Ugxd6nID-P5dx6JuQU94AaABAg,Mending masak mie pake telor daripada ke MK.,Mending masak mie pake telor daripada ke mk,netral
114,@triobudiarto8231,UgypOIRHrDTMJ0ahfgF4AaABAg,Semarang mkk,Semarang mkk,netral
115,@A.Y.I,Ugy7_Jorwg9_Uk1BDFR4AaABAg,"Udehh, mending kuis ikan ajee, lebih cocok itu",Udehh mending kuis ikan ajee lebih cocok itu,netral
116,@edwarbolang7090,UgwHQdjTNiWcVEm_4WJ4AaABAg,Saya gugat mobil Esmka jja Lul... Janji mu palsu mas...,Saya gugat mobil esmka jja lul janji mu palsu mas,netral
117,@yuhaediyudi938,UgxhvSRcNXdQVBgg82J4AaABAg,ganti sajah sama alkuran pa biar dapat hikmanya kalau gadu ke Mk sarua kene pan bapa udah atur hehehe,Ganti sajah sama alkuran pa biar dapat hikmanya kalau gadu ke mk sarua kene pan bapa udah atur hehehe,netral
118,@safiraofficial27,UgwWGN_NGG0HUkR5Z8B4AaABAg,"DAH LAH MAU PINDAH NEGARA AJA :), DAN JANGAN SAMPAI EMAK EMAK, HACKER, DUKUN TURUN TANGAN!!",Dah lah mau pindah negara aja dan jangan sampai emak emak hacker dukun turun tangan,negatif
119,@rickyh606,UgwWGN_NGG0HUkR5Z8B4AaABAg.9EeV8iiOvjK9Fbtr3xPPSF,ðŸ¤£,,netral
120,@safiraofficial27,UgwT_9kt3TLYwpq_doZ4AaABAg,PAHLAWAN TERDAHULU MENANGIS MELIHAT INI SEMUA.....,Pahlawan terdahulu menangis melihat ini semua,negatif
121,@embunpagii7288,UgxPV2PlZVF5R-cD3nN4AaABAg,"Sidang DPR semua nonton diSosMed dan di TV""..... -Ko sekarang undang-undangnya berubah ya,????? -Bukanya ngasih saran yang baik biar damai ko malah disuruh ngadu ke_MK kalau gak setujuðŸ™„ðŸ™„ðŸ™„ ""ANEH"" Mau rusuh lagi ya biar NKRI hancur???ðŸ˜‚ðŸ˜‚ðŸ˜‚",Sidang dpr semua nonton disosmed dan di tv ko seka,negatif
122,@masterbird6848,UgwvdyF9aIeNf2_eZeB4AaABAg,"gue buruh pabrik yg udah pindah2 perusahaan tpi msih bnyak tuh perusahaan yg gajinya d bwah UMR dan gak ngikutin aturan pemerintah.. yg jelas lbih di ketattin aja pengawasannya..soalnya msih ada pengawas yg bsa d sogok,dan perusahaan pun punya trik sendri bwat siasatin peraturan...",,negatif
123,@sufiamalia4550,UgzHiGePMCx3NxXkxJd4AaABAg,"MK nya sudah dihadiahi dgn peraturan perpanjangan masa tugas terlebih dahulu untuk meloloskan semua sengketa dgn pemerintah mangkanya dikit dikit bilang ke MK saja, sekalian MK nya kalau mau adil MK bentukan PBB berani engga",Mk nya sudah dihadiahi dgn peraturan perpanjangan masa tugas terlebih dahulu untuk meloloskan semua sengketa dgn p,negatif
124,@denahermawan3118,UgxTNJkze1DHsZCc4kl4AaABAg,iuran bpjs yg sudah digugat ke mk jelas2 mk menolak dinaikan aja tetap dilanggar toh,Iuran bpjs yg sudah digugat ke mk jelas2 mk menolak dinaikan aja tetap dilanggar toh,negatif
125,@rizkisubandi239,UgwKATsNbiWoR7r6GDJ4AaABAg,Nyekhatus100,Nyekhatus100,netral
126,@adi-ps4uq,Ugwf9T_33DXeedZBzcB4AaABAg,habis demo di DPR SELANJUTNYA DEMO DI MK kalau kalah di MK DEMO di SUJUD (BIAR DIKUTUK JADI BEMO DPR,Habis demo di dpr selanjutnya demo di mk kalau kalah di mk demo di sujud biar dikutuk jadi bemo dpr,negatif
127,@Animeind19,UgysAzvdjbBkmK5uD_p4AaABAg,Gabisa diuji la Ombnimbus law aja cacad secara materi lol,Gabisa diuji la ombnimbus law aja cacad secara materi lol,netral
128,@hcamanna9845,Ugyw0dA0MhfvT-ovavR4AaABAg,"percuma, MK udah d setting pemerintah, ""sistem negara kita memang mengatakan siapaerti itu""",Percuma mk udah d setting pemerintah sistem negara kita memang mengatakan siapaerti itu,negatif
129,@ramoenbhudinugroho7612,Ugzo0NggUSALwJGsetujued4AaABAg,Fer nando ae pak joko..........lek ora yo pye.,Fer nando ae pak jokolek ora yo pye,netral
130,@hilikintil5364,UgxCahXGWIuwqdvJyNd4AaABAg,Ini siapa,Ini siapa,netral
131,@xhakaarsenal2952,Ugxm1Tu59cKobEkrzXN4AaABAg,Tenang kalean semua... Gugat aja.. kaya uu KPK... Jadi lesu kpknya kwkwkw... Atur2 aja lah...mana bisa rakyat ngadu.. emang ga ongkos itu mahasiswa ama stm..,Tenang kalean semua gugat aja kaya uu kpk jadi lesu kpknya kwkwkw atur2 aja lahmana bisa rakyat ngadu emang ga ongkos itu mahasiswa ama stm,positif
132,@findnuralisah,UgzI1Um3MqEYkcIMXQh4AaABAg,"wahai warga solo.... liat nih, buah jatuh ga jauh dari pohonnya.....!!!",Wahai warga solo liat nih buah jatuh ga jauh dari pohonnya,positif
133,@Siswanto-qm8xk,Ugx3Uh9eeyvUobpXG054AaABAg,Mk? Pemilu aja alasan salah ketik lolos di mk. Kwkwkw... Pemilu kok alasan salah ketik. Ciluk baa kwkwkw...,Mk pemilu aja alasan salah ketik lolos di mk kwkwkw pemilu kok alasan salah ketik ciluk baa kwkwkw,negatif
134,@Asolololeeee,UgyN-YVGYB1ZEd3x1Jp4AaABAg,Nitip dislike ðŸ¤ª,Nitip dislike,negatif
135,@fatioyosandoJamain,UgxaQf0uSRSoBexVIw54AaABAg,Failed to Common sense and good judgement !! Shame on you pak!!,Failed to common sense and good judgement shame on you pak,positif
136,@qhermonqiii5106,UgweE2cHAmwN-aOgjjd4AaABAg,..ko tau mau kalah diMk,Ko tau mau kalah dimk,netral
137,@sitisiti4511,UgyVUok726ZP6mPHk0l4AaABAg,saya ajukan ke bri,Saya ajukan ke bri,netral
138,@hariryrizal5113,UgwI6DXA01UA3R6mcFt4AaABAg,"Tetep aja yg menang pemerintah, tapi masih ada neraka pak.",Tetep aja yg menang pemerintah tapi masih ada neraka pak,negatif
139,@anscelhaitahunam9597,Ugw-vaFWovfYDWP3jBd4AaABAg,biang keributan nih orang,Biang keributan nih orang,negatif
140,@pipinnuraeni6072,Ugx8pOGv2BiDsxJNN7J4AaABAg,Pemilu aja mentok,Pemilu aja mentok,negatif
141,@pipinnuraeni6072,UgwI2iu6azDhyV_ClVd4AaABAg,Para gubernur ga dikasih kesempatan bicara,Para gubernur ga dikasih kesempatan bicara,negatif
142,@maryantopade8925,UgwWcGCQ-T3lOYotppZ4AaABAg,kira kira apa ada gunanya ngadu ke mk apakah mk msih bisa kita prcayai krena yg sudah sudah hasilnya 0,Kira kira apa ada gunanya ngadu ke mk apakah mk msih bisa kita prcayai krena yg sudah sudah hasilnya 0,negatif
143,@arysismonica2765,UgzQlVT0x9Nptqif68h4AaABAg,"Smoga Allah melaknat kau yg zholim, jutaan doa yg akan dikirim org2 yg telah kau zholimi. Kami akan melakukan sholat hajat untuk pemimpin2 yg zholim.",Smoga allah melaknat kau yg zholim jutaan doa yg akan dikirim org2 yg telah kau zholimi kami akan melakukan sholat hajat untuk pemimpin2 yg zholim,negatif
144,@ricksahandikaprasetya5818,UgzrFiSLyMMro70YM4J4AaABAg,Mau tnya dong Apakah tenaga kegiatan di RSUD itu sama kayak buruh ya ? Tenaga kegiatan ( bukan honorer ) dan gaji di bawah honorer !! Tapi tanggung jawab sama kayak ASN atau PnS.,Mau tnya dong apakah tenaga kegiatan di rsud itu sama kayak buruh ya tenaga kegiatan bukan honorer dan gaji di bawah honorer tapi tanggung jawab sama kayak asn atau pns,negatif
145,@gamerpalsu5896,UgyTqWe4OiKlv_zjUlt4AaABAg,Malu brottt!!!,Malu brottt,negatif
146,@rikakartikasari2110,Ugz5OLsfEikYfExvtUd4AaABAg,Percuma melalui MK juga toh MK nya di kasih untung oleh UU OMNIBUSLOW ini Gakan di menangin. Satu satu nya turun kan perpu .,Percuma melalui mk juga toh mk nya di kasih untung oleh uu omnibuslow ini gakan di menangin satu satu nya turun kan perpu,negatif
147,@nurulhuda6336,Ugw6sm7kqpHta0SvLqV4AaABAg,Saya yakin..anak anda gk bakal di pilih rakyat,Saya yakinanak anda gk bakal di pilih rakyat,negatif
148,@bangrachmat4284,Ugx70EWb7VqehxhlVVh4AaABAg,"MK sma bapak, kongkalingkong alias sekoplotan. Dulu waktu pemilihan juga begitu.. sekarang nyuruh ke MK lagi, percuma buang"" energi. kami gak parcaya MK.",Mk sma bapak kongkalingkong alias sekoplotan dulu waktu pemilihan juga begitu sekarang nyuruh ke mk lagi percuma buang energi kami gak parcaya mk,negatif
149,@beritahangat5131,UgxVxkwHwOKJozaQa0d4AaABAg,Kalau gak sanggu mundur,Kalau gak sanggu mundur,negatif
150,@jaelanijaelani7352,Ugzj9w81Rsun_8EecW14AaABAg,gugat k mk yg pasti yg bnyak duit nya pasti menang itu yg terjadi d indonesia ap lgi kmi para buruh melawan pemerintah plus cukong2 yg berduit,Gugat k mk yg pasti yg bnyak duit nya pasti menang itu yg terjadi d indonesia ap lgi kmi para buruh melawan pemerintah plus cukong2 yg berduit,negatif
151,@kpopbts6509,UgxykO5lTqIdHW6Wq3h4AaABAg,siapaa dlu yg ngotot pilih dan coblos ni .... nyesel to,siapaa dlu yg ngotot pilih dan coblos ni nyesel to,negatif
152,@jxker7196,Ugwcmd52IifyHF1FCDV4AaABAg,jd MK AL-MIGHTY suaranya lebih kuat dari pada suara rakyat indonesia ya pak.,Jd mk almighty suaranya lebih kuat dari pada suara rakyat indonesia ya pak,negatif
153,@bobisetiawan1914,UgwSGW9xBpEQV9I6dIJ4AaABAg,"Demo sih demo. Org indo emng gitu sih apa apa di bawa rusuh. Konser aja rusuh, demo yg aman aman aja bro.",Demo sih demo org indo emng gitu sih apa apa di bawa rusuh konser aja rusuh demo yg aman aman aja bro,negatif
154,@CODOTNDABLEG666,Ugx1J-rvBr7b5890PzV4AaABAg,"Selalu mendukungmu pak,",Selalu mendukungmu pak,positif
155,@anakbangsa9822,UgwVRz8MoOYP53kSdu94AaABAg,.,,netral
156,@uji6662,UgwnucmCKiWvE3W5gMN4AaABAg,MK ga bisa dipercaya.. Asuhannya....,Mk ga bisa dipercaya asuhannya,negatif
157,@omantahunavara8082,UgwDaXZFjyU6VD-rPsl4AaABAg,MK nya uda dibisikin belom tuh...,Mk nya uda dibisikin belom tuh,negatif
158,@lenimarlina2490,UgzCWbosh8ZD_cIlw494AaABAg,lebih baik mengadu ke Allah,Lebih baik mengadu ke allah,negatif
159,@bebasbersuara132,UgyqDbZ2C2lYmaEIuYV4AaABAg,"Saya acungkan 2 jempol, kalau DPR bisa menyelesaikan Omnibus Law dalam 100 hari.. Masih ingat pak siapa yg ngomong siapat ini di bulan Januari? Horeee..... ðŸ¶",Saya acungkan 2 jempol kalau dpr bisa menyelesaikan omnibus law dalam 100 hari masih ingat pak siapa yg ngomong siapat ini di bulan januari horeee,positif
160,@muhammadbambang7148,UgwDldOBro_1HJPyjg94AaABAg,"pada hari kiamat kelak, pemimpin yang adil akan dijanjikan dengan berbagai macam keutamaan oleh Allah taâ€™ala. Sementara pemimpin zalim dan tidak jujur dalam menjalankan amanahnya akan diancam dengan berbagai macam ancaman. Di antara bentuk ancaman tersebut adalah sebagai berikut: Menjadi Manusia yang Paling Dibenci oleh Allah Taâ€™ala Dari Abu Saâ€™id radhiyallahu â€˜anhu ia berkata, Rasulullah saw bersabda: Ø¥ÙÙ†Ù‘ÙŽ Ø£ÙŽØ­ÙŽØ¨Ù‘ÙŽ Ø§Ù„Ù†Ù‘ÙŽØ§Ø³Ù Ø¥ÙÙ„ÙŽÙ‰ Ø§Ù„Ù„Ù‘ÙŽÙ‡Ù ÙŠÙŽÙˆÙ’Ù…ÙŽ Ø§Ù„Ù’Ù‚ÙÙŠÙŽØ§Ù…ÙŽØ©Ù ÙˆÙŽØ£ÙŽØ¯Ù’Ù†ÙŽØ§Ù‡ÙÙ…Ù’ Ù…ÙÙ†Ù’Ù‡Ù Ù…ÙŽØ¬Ù’Ù„ÙØ³Ù‹Ø§ Ø¥ÙÙ…ÙŽØ§Ù…ÙŒ Ø¹ÙŽØ§Ø¯ÙÙ„ÙŒ ÙˆÙŽØ£ÙŽØ¨Ù’ØºÙŽØ¶ÙŽ Ø§Ù„Ù†Ù‘ÙŽØ§Ø³Ù Ø¥ÙÙ„ÙŽÙ‰ Ø§Ù„Ù„Ù‘ÙŽÙ‡Ù ÙˆÙŽØ£ÙŽØ¨Ù’Ø¹ÙŽØ¯ÙŽÙ‡ÙÙ…Ù’ Ù…ÙÙ†Ù’Ù‡Ù Ù…ÙŽØ¬Ù’Ù„ÙØ³Ù‹Ø§ Ø¥ÙÙ…ÙŽØ§Ù…ÙŒ Ø¬ÙŽØ§Ø¦ÙØ±ÙŒ â€œSesungguhnya manusia yang paling dicintai oleh Allah pada hari kiamat dan paling dekat kedudukannya di sisi Allah adalah seorang pemimpin yang adil. Sedangkan orang yang paling dibenci oleh Allah dan paling jauh kedudukannya dari Allah adalah seorang pemimpin yang zalim.â€ (HR. Tirmidzi) Allah Menelantarkannya pada Hari Kiamat dan Tidak Mengampuni Dosa-Dosanya Sebuah riwayat dari Abu Hurairah radiyallahu anhu menyebutkan bahwa Rasulullah shallallahu â€˜alaihi wasallam bersabda: Ø«ÙŽÙ„Ø§ÙŽØ«ÙŽØ©ÙŒ Ù„Ø§ÙŽ ÙŠÙÙƒÙŽÙ„Ù‘ÙÙ…ÙÙ‡ÙÙ…Ù Ø§Ù„Ù„Ù‘ÙŽÙ‡Ù ÙŠÙŽÙˆÙ’Ù…ÙŽ Ø§Ù„Ù’Ù‚ÙÙŠÙŽØ§Ù…ÙŽØ©Ù ÙˆÙŽÙ„Ø§ÙŽ ÙŠÙØ²ÙŽÙƒÙ‘ÙÙŠÙ‡ÙÙ…Ù’ ÙˆÙŽÙ„Ø§ÙŽ ÙŠÙŽÙ†Ù’Ø¸ÙØ±Ù Ø¥ÙÙ„ÙŽÙŠÙ’Ù‡ÙÙ…Ù’ ÙˆÙŽÙ„ÙŽÙ‡ÙÙ…Ù’ Ø¹ÙŽØ°ÙŽØ§Ø¨ÙŒ Ø£ÙŽÙ„ÙÙŠÙ…ÙŒ Ø´ÙŽÙŠÙ’Ø®ÙŒ Ø²ÙŽØ§Ù†Ù ÙˆÙŽÙ…ÙŽÙ„ÙÙƒÙŒ ÙƒÙŽØ°Ù‘ÙŽØ§Ø¨ÙŒ ÙˆÙŽØ¹ÙŽØ§Ø¦ÙÙ„ÙŒ Ù…ÙØ³Ù’ØªÙŽÙƒÙ’Ø¨ÙØ±ÙŒ â€œTiga orang yang Allah enggan berbicara dengan mereka pada hari kiamat kelak. (Dia) tidak sudi memandang muka mereka, (Dia) tidak akan membersihkan mereka daripada dosa (dan noda). Dan bagi mereka disiapkan siksa yang sangat pedih. (Mereka ialah ): Orang tua yang berzina, Penguasa yang suka berdusta dan fakir miskin yang takabur.â€ (HR. Muslim) Akan Dimasukkan ke Dalam Neraka serta Diharamkan Syurga Baginya Rasulullah shallallahu â€˜alaihi wa sallam bersabda: Ø£ÙŽÙŠÙÙ‘Ù…ÙŽØ§ Ø±ÙŽØ§Ø¹Ù ØºÙŽØ´ÙŽÙ‘ Ø±ÙŽØ¹ÙÙŠÙŽÙ‘ØªÙŽÙ‡Ù ÙÙŽÙ‡ÙÙˆÙŽ ÙÙÙŠ Ø§Ù„Ù†ÙŽÙ‘Ø§Ø±Ù â€œSiapapun pemimpin yang menipu rakyatnya, maka tempatnya di neraka.â€ (HR. Ahmad)",,positif
161,@ridizghifariconselat3297,UgwWkaoLN5DZMh5EZy14AaABAg,sebegitu padatx kh pengguna jln.jlan kaki tuh keren.ðŸ˜…,Sebegitu padatx kh pengguna jlnjlan kaki tuh keren,negatif
162,@muharrommusa4663,UgxVmP3WwD1L8cwD0o54AaABAg,Pastinya setiap RUU baik atas usulan Pemerintah atau atas inisiatif DPR sebelum jadi UU itu telah melalui proses panjang. Pastinya peewakilan elemen masyarakat yg mewakili masyarakat secara keseluruhan yg terkait RUU itu pasti dimintai masukan dan pendapatnya untuk sampai kepada titik tengah. Saya buruh. Mari kita hindari sikap anarki yg tak ada gunanya.. jika dianggap ada kekurangan didalam RUU yg sudah disahkan jadi UU yg mengharuskan dirubah beberapa hal maka jalannya adalah melakukan Yudicial Review peninjauan ulang ke Mahkamah Konstitusi. Dan yg paling penting HINDARI HOAXS.,,positif
163,@windaamelinda1796,UgwNh1bGp4UUIDH4mOZ4AaABAg,Ia dah yang kalem mah pinter ngelesnya,Ia dah yang kalem mah pinter ngelesnya,positif
164,@mayabudi4954,Ugxip9VjQ3EFDHou-a14AaABAg,"Msh ga inget yg masuk ke MK sellu plng nma doang ðŸ˜†ðŸ˜† ambil contoh prabowo akhir ya plng trtunduk lesu...skrng rakyat n buruh dsuruh masuk ke MK,,bong2 mbok ya mikir",Msh ga inget yg masuk ke mk sellu plng nma doang ambil contoh prabowo akhir ya plng trtunduk lesuskrng rakyat n buruh dsuruh masuk ke mkbong2 mbok ya mikir,negatif
165,@hamdani3960,UgyJ_8s39M9Uzkr2j4B4AaABAg,Nanti pas pengajuan malah di bungkam di laporkan ke kepolisianðŸ¤£,Nanti pas pengajuan malah di bungkam di laporkan ke kepolisian,negatif
166,@asalngawur2168,UgyMr4eIuYbXs96LS814AaABAg,Jadi inget mk jaman pilpres,Jadi inget mk jaman pilpres,negatif
167,@andanikurniawan8324,UgxxAmededL3b7SOaAB4AaABAg,Mk yg dulu pas pilpres kan ya pak?,Mk yg dulu pas pilpres kan ya pak,negatif
168,@andiwahyudi7335,UgysetujuPsmh4p61mxbwFx4AaABAg,Saya penikmat rokok pak !!! Pajak rokok kemana yah ???,Saya penikmat rokok pak pajak rokok kemana yah,negatif
169,@muhammadnur7486,UgxAc80ct-2d8ZImHvJ4AaABAg,"doi menang di MK sih,gaya jadinya.tar di MA Mahkamah Akhirat aja biar bener"" adil",Doi menang di mk sihgaya jadinyatar di ma mahkamah akhirat aja biar bener adil,positif
170,@mariuzobp2114,UgxhU53bIUQ7OEgMbPl4AaABAg,Yg jadi pertanyaan sya sbnrnya apa isi omnibus low sbnrnya??,Yg jadi pertanyaan sya sbnrnya apa isi omnibus low sbnrnya,positif
171,@mozpsoroaninda2735,UgyIhGwrhpIXU5667RR4AaABAg,nyuruh ke MK ehhh hasil nya malah tetep aja sma palingan...halahhhhhh kintil..kasian yg demo kalau hasil nya tetep samaðŸ˜­...Apa mesti Rusuh Dlu baru di dengarkan oleh pemerintah?,Nyuruh ke mk ehhh hasil nya malah tetep aja sma palinganhalahhhhhh kintilkasian yg demo kalau hasil nya tetep samaapa mesti rusuh dlu baru di dengarkan oleh pemerintah,negatif
172,@cakusmanbambuunik6342,Ugxu0-6r3fqEdaye_np4AaABAg,Di Demo besar2an bar u bilag hoax Seandainya gk di demo Mungkin pasal2 omnibuslaw berlaku Yg salah ketik kek yg hoax kek Kerja jngan tidur trus Sekali bangun kerjanya buat uu ngawur,Di demo besar2an bar u bilag hoax seandainya gk di demo mungkin pasal2 omnibuslaw berlaku yg salah ketik kek yg hoax kek kerja jngan tidur trus sekali bangun kerjanya buat uu ngawur,negatif
173,@setiawan3157,UgzFvfrlCf-7awDMAIx4AaABAg,yesel gwa demo.. enakan dirumahh minum kopi smbil tduran..,Yesel gwa demo enakan dirumahh minum kopi smbil tduran,negatif
174,@cecepgunawan9307,UgxJO7tI7JRaJF38Ke54AaABAg,sudah tidak percaya dengan pemerintahan sekarang..apalagi dengan bapak yang satu ini,Sudah tidak percaya dengan pemerintahan sekarangapalagi dengan bapak yang satu ini,negatif
175,@ainunbudi7827,UgzMjFOz6Wav3TzdAQZ4AaABAg,Jok kalian sama dengan mk sama2 tukang bohong,Jok kalian sama dengan mk sama2 tukang bohong,negatif
176,@hadipurnomo6490,Ugx3P5sn9gm1wNO4e9d4AaABAg,"uu cipta kerja tetep percumah....la enek corona sepi.........makanya bereskan dulu corona......arep di dol neng luar negeri...wes di black list,yg belii tetep dalam negeri......",Uu cipta kerja tetep percumahla enek corona sepimakanya bereskan dulu coronaarep di dol neng luar negeriwes di black listyg belii tetep dalam negeri,negatif
177,@ccpbaso9155,UgzoExISmwLfYcFVX_d4AaABAg,Pak nginjem duit lah Ke lamun gs boga di gantianðŸ˜…ðŸ˜…,Pak nginjem duit lah ke lamun gs boga di gantian,negatif
178,@basukirahmat5364,Ugz6OZEQPtahunJNrWo-P94AaABAg,Mk pun udah di hendel sama pemrintah,Mk pun udah di hendel sama pemrintah,negatif
179,@bappadika2531,UgzCQGAxlFsar7gFLbl4AaABAg,Wahai bapak yg terhormat Saya sesalkan sangat knp bapak baru ngejelasin skrg coba bapak memperjelas semuanya kepada masarakat sebelum ketok palu saya kira tidak akan terjadi seperti ini Lantas kemarin sebelum kejadian kmana aja pak?? Klw bapak bicara seperti ini sebelemu kejadian insya alloh semua akan aman Jadikan ini pelajaran pak jika nanti mau membuat uu lg di perjelas dulu sblmnya. Mungkin itu saran saya dari rakyat awan Asslmlkm.,,negatif
180,@santikachannelfunny1208,Ugy_k18jE0w8ZBQEZvV4AaABAg,MK ga cukup kuat untuk bisa menindak lanjuti nya pa de. Seharusnya beri ruang ke Mahkamah Perserikatan Bangsa Bangsa. Karena ini menyangkut negara. Motor negara itu rakyat. Rakyat harus punya sisi penanguhan jaminan kemanan atau perlindungan hukum yg independential tanpa di interpensi oleh kepengan lain. Murni mengarah kepada sisi keadilan nya.,,positif
181,@andungstyadi748,UgxkOdJYqvrF3o7TNU94AaABAg,MK kan antek2 pemerintah g bakal pernah ngurusin laporan dri rakyat.ðŸ¤£ðŸ¤£ðŸ¤£,Mk kan antek2 pemerintah g bakal pernah ngurusin laporan dri rakyat,negatif
182,@digipcelebesofficial3630,UgwqvxbsiHOjEQlUwFd4AaABAg,Harus dibatalkan oleh MK,Harus dibatalkan oleh mk,negatif
183,@nyamukaz6012,UgxGMvqoeiYqrkyKDlt4AaABAg,"Amsal Salomo (3)Â Cemeti adalah untuk kuda, kekang untuk keledai, dan pentung untuk punggung orang bebal. (3) Keledai harus dikenakan kekang, kuda harus dicambuk, demikian juga orang bodoh harus dipukul. (3) Engkau harus mencambuk kuda, mengekang keledai, dan memukul orang bodoh. (4)Â Jangan menjawab orang bebal menurut kebodohannya, supaya jangan engkau sendiri menjadi sama dengan dia. (4) Orang yang menjawab pertanyaan orang dungu, sama bodohnya dengan orang itu.",,negatif
184,@crisiapaywolf475,UgxeQZHwHmoGnFwy8r14AaABAg,"Ini admin yg ngesahre kg mikir hanya dipotong bagian ini, udah tau mayoritas indo main menyimpulkan tanpa berpikir jadi gini kan ðŸ™„",Ini admin yg ngesahre kg mikir hanya dipotong bagian ini udah tau mayoritas indo main menyimpulkan tanpa berpikir jadi gini kan,negatif
185,@afsalsitayusnita1042,UgwFLzfWGX4kG6cVO8x4AaABAg,Suara rakyat ga didenger dulu minta di pilih ...boro boro nemuin rakyat juga engggak,Suara rakyat ga didenger dulu minta di pilih boro boro nemuin rakyat juga engggak,negatif
186,@hilliawanokiputra8808,UgyX_i_C0yy1uuYYhwZ4AaABAg,Gw doain mati mendadak.,Gw doain mati mendadak,negatif
187,@supianrahman8354,UgyjkddZEon5FcX4dVl4AaABAg,Mana pendukung pak Prabowo... ðŸ˜ðŸ˜ðŸ˜,Mana pendukung pak prabowo,negatif
188,@nomichan1666,Ugw5LOzahKDIbdo26Fl4AaABAg,"jangan ngadi2 luu!!? ya Allah ke zholiman masih 4 tahun lagi,",Jangan ngadi2 luu ya allah ke zholiman masih 4 tahun lagi,negatif
189,@alel3994,UgxisYy1YRT0Euk5bD54AaABAg,Percuma jok kalau di mk ya org2 mu,Percuma jok kalau di mk ya org2 mu,negatif
190,@idrsync,UgzlppHc6lWolDZT7jp4AaABAg,Gugat kemana? udah satu paket titipan semua.,Gugat kemana udah satu paket titipan semua,negatif
191,@saltysweetsetuju304,Ugz_KQsjCGzV36PKG_B4AaABAg,"yg komennya cuma negatif kenapa sih, ada masalah hidup apa",Yg komennya cuma negatif kenapa sih ada masalah hidup apa,negatif
192,@suheebn8518,Ugyd_rutSBQM3gRrZnd4AaABAg,"Ya Alloh,,, Ya JalilulAkbar,,, rezim d negaraku telah menunjukan kekuasaan nya,dari semua rakyat yang merasa terdzolimi atas rezim ini,kami memohon kpda mu ya Alloh,,, Tunjukan kekuasaan mu ya Alloh,,,,Amin,,,,",Ya alloh ya jalilulakbar rezim d negaraku telah menunjukan kekuasaan nyadari semua rakyat yang merasa terdzolimi atas rezim inikami memohon kpda mu,negatif
